sampling_year,deployment_id,sampling_platform,station_name,deployment_datetime_start,deployment_datetime_end,gear,tow_type,cast_number,bottom_depth,latitude,longitude,deployment_comments,net_mesh_size,net_mouth_aperture,max_sample_depth,min_sample_depth,depth_calc_net_filtered_vol,flowmeter_calc_vol,NET_COMMENTS,number_of_nets,sample_nets,sample_id,net_sampling_ids,subsampling_quantity,subsampling_unit,sample_comments,analysis_id,analysis_type,analysis_contract,analysis_datetime,analysis_protocol_id,analysis_comments
2014,1083,CCGS Amundsen,1085,2014-09-16 20:58:30,2014-09-16 21:12:38,2x1m2,O-Tow,1,254,75.0575,-167.1333,20,500,1,90,0,NA,871.1,Split 1/2 for Japanese,1,2,12600,3565,0.5,ratio of original catch,Split 1/2 for Japanese,NA,NA,NA,NA,NA,NA
2014,1083,CCGS Amundsen,1085,2014-09-16 20:58:30,2014-09-16 21:12:38,2x1m2,O-Tow,1,254,75.0575,-167.1333,20,50,0.0079,90,0,NA,NA,,1,3,12601,3566,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,1084,CCGS Amundsen,1085,2014-09-16 21:45:27,2014-09-16 22:00:45,4x1m2 - LOKI,V-Tow,1,245,75.0641,-167.1443,No ice,500,1,235,0,235,155.1,,1,1,12602,3567,0.5,ratio of original catch,1/2 split for lipids,NA,NA,NA,NA,NA,NA
2014,1084,CCGS Amundsen,1085,2014-09-16 21:45:27,2014-09-16 22:00:45,4x1m2 - LOKI,V-Tow,1,245,75.0641,-167.1443,No ice,200,1,235,0,235,226.8,1/2 split for lipids,1,2,12604,3568,1,ratio of original catch,,207,zooplankton taxonomic analysis,Legacy Labo Fortier,2018-06-15 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2014,1084,CCGS Amundsen,1085,2014-09-16 21:45:27,2014-09-16 22:00:45,4x1m2 - LOKI,V-Tow,1,245,75.0641,-167.1443,No ice,50,0.0079,235,0,1.8565,NA,,1,5,12607,3571,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,1085,CCGS Amundsen,1100,2014-09-18 06:23:32,2014-09-18 06:38:43,2x1m2,O-Tow,1,1985,75.0694,-161.2708,20,500,1,90,0,NA,755.625,Split 1/2 for Japanese ,1,2,12611,3573,0.5,ratio of original catch,Split 1/2 for Japanese,NA,NA,NA,NA,NA,NA
2014,1085,CCGS Amundsen,1100,2014-09-18 06:23:32,2014-09-18 06:38:43,2x1m2,O-Tow,1,1985,75.0694,-161.2708,20,50,0.0079,90,0,NA,NA,,1,3,12612,3574,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,1086,CCGS Amundsen,1100,2014-09-18 07:34:10,2014-09-18 09:14:59,2x1m2,V-Tow,1,1982,75.0692,-161.2612,"No ice, 2-net sampler",200,1,1972,0,1972,NA,2-net sampler. 15 E. hamata removed for fatty acids analyses,1,2,12614,3576,1,ratio of original catch,2-net sampler. 15 E. hamata removed for fatty acids analyses,208,zooplankton taxonomic analysis,Legacy Labo Fortier,2018-06-20 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2014,1088,CCGS Amundsen,1107,2014-09-19 07:26:06,2014-09-19 08:32:24,4x1m2 - LOKI,V-Tow,1,3860,74.6098,-155.7287,No ice,500,1,999,0,999,414.9,,1,1,12615,3578,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,1088,CCGS Amundsen,1107,2014-09-19 07:26:06,2014-09-19 08:32:24,4x1m2 - LOKI,V-Tow,1,3860,74.6098,-155.7287,No ice,200,1,999,0,999,751.5,,1,2,24050,3579,1,ratio of original catch,,209,zooplankton taxonomic analysis,Legacy Labo Fortier,2018-08-06 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2014,1088,CCGS Amundsen,1107,2014-09-19 07:26:06,2014-09-19 08:32:24,4x1m2 - LOKI,V-Tow,1,3860,74.6098,-155.7287,No ice,50,0.0079,999,0,7.8921,NA,,1,5,24053,3582,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,1980,1960,10,NA,NA,1,1,42593,13135,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,1960,1500,230,NA,NA,1,2,42594,13136,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,1500,1000,250,NA,NA,1,3,42595,13137,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,1000,500,250,NA,NA,1,4,42596,13138,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,500,200,150,NA,NA,1,5,42597,13139,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,200,100,50,NA,NA,1,6,42598,13140,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,100,50,25,NA,NA,1,7,42599,13141,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,50,20,15,NA,NA,1,8,42600,13142,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2580,CCGS Amundsen,1107,2014-09-19 09:08:00,2014-09-19 10:46:20,Hydrobios,V-Tow,1,3864,74.6039,-155.8309,03/10,200,0.5,20,0,10,NA,NA,1,9,42601,13143,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,1089,CCGS Amundsen,1115,2014-09-20 19:59:33,2014-09-20 20:13:00,2x1m2,O-Tow,1,3773,73.9042,-147.1859,20,500,1,90,0,NA,NA,Split 1/2 for Japanese ,1,2,24056,3584,0.5,ratio of original catch,Split 1/2 for Japanese,NA,NA,NA,NA,NA,NA
2014,1089,CCGS Amundsen,1115,2014-09-20 19:59:33,2014-09-20 20:13:00,2x1m2,O-Tow,1,3773,73.9042,-147.1859,20,50,0.0079,90,0,NA,NA,,1,3,24058,3585,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,474,CCGS Amundsen,1115,2014-09-20 20:38:34,2014-09-20 21:41:42,4x1m2 - LOKI,V-Tow,1,3767,73.9018,-147.2205,"03/10, 9 E. hamata Chaetognaths removed for fatty acid analyses",500,1,999,0,999,422.4,9 E. hamata Chaetognaths removed for fatty acid analyses,1,1,24059,1142,1,ratio of original catch,9 E. hamata Chaetognaths removed for fatty acid analyses,NA,NA,NA,NA,NA,NA
2014,474,CCGS Amundsen,1115,2014-09-20 20:38:34,2014-09-20 21:41:42,4x1m2 - LOKI,V-Tow,1,3767,73.9018,-147.2205,"03/10, 9 E. hamata Chaetognaths removed for fatty acid analyses",200,1,999,0,999,816,12 E. hamata Chaetognaths removed,1,2,24060,1143,1,ratio of original catch,12 E. hamata Chaetognaths removed,210,zooplankton taxonomic analysis,Legacy Labo Fortier,2018-06-12 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2014,474,CCGS Amundsen,1115,2014-09-20 20:38:34,2014-09-20 21:41:42,4x1m2 - LOKI,V-Tow,1,3767,73.9018,-147.2205,"03/10, 9 E. hamata Chaetognaths removed for fatty acid analyses",50,0.0079,999,0,7.8921,NA,,1,5,24063,1146,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,2000,1980,10,NA,NA,1,1,42602,13144,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,1980,1960,10,NA,NA,1,2,42603,13145,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,1960,1500,230,NA,NA,1,3,42604,13146,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,1500,1000,250,NA,NA,1,4,42605,13147,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,1000,500,250,NA,NA,1,5,42606,13148,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,500,200,150,NA,NA,1,6,42607,13149,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,200,100,50,NA,NA,1,7,42608,13150,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,100,50,25,NA,NA,1,8,42609,13151,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2581,CCGS Amundsen,1115,2014-09-20 22:36:37,2014-09-21 00:15:40,Hydrobios,V-Tow,1,3760,73.9242,-147.273,1 P. maxima removed from strata 4 (1500-1000m) for fatty acid analyses. 03/10,200,0.5,50,0,25,NA,NA,1,9,42610,13152,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,475,CCGS Amundsen,1130,2014-09-22 04:30:06,2014-09-22 04:44:41,2x1m2,O-Tow,1,3234,72.5977,-141.74,20,500,1,90,0,NA,758.725,Split 1/2 for Japanese ,1,2,24069,1148,0.5,ratio of original catch,Split 1/2 for Japanese,NA,NA,NA,NA,NA,NA
2014,475,CCGS Amundsen,1130,2014-09-22 04:30:06,2014-09-22 04:44:41,2x1m2,O-Tow,1,3234,72.5977,-141.74,20,50,0.0079,90,0,NA,NA,,1,3,24070,1149,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,476,CCGS Amundsen,1130,2014-09-22 05:04:29,2014-09-22 06:08:04,4x1m2 - LOKI,V-Tow,1,3235,72.6039,-141.7423,"1/10, 20 E. hamata Chaetognaths removed for fatty acid analyses",500,1,1000,0,1000,543.3,20 E. hamata Chaetognaths removed for fatty acid analyses,1,1,24071,1150,1,ratio of original catch,20 E. hamata Chaetognaths removed for fatty acid analyses,NA,NA,NA,NA,NA,NA
2014,476,CCGS Amundsen,1130,2014-09-22 05:04:29,2014-09-22 06:08:04,4x1m2 - LOKI,V-Tow,1,3235,72.6039,-141.7423,"1/10, 20 E. hamata Chaetognaths removed for fatty acid analyses",200,1,1000,0,1000,863.4,10 E. hamata Chaetognaths removed for fatty analyses,1,2,24072,1151,1,ratio of original catch,10 E. hamata Chaetognaths removed for fatty analyses,211,zooplankton taxonomic analysis,Legacy Labo Fortier,2018-08-07 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2014,476,CCGS Amundsen,1130,2014-09-22 05:04:29,2014-09-22 06:08:04,4x1m2 - LOKI,V-Tow,1,3235,72.6039,-141.7423,"1/10, 20 E. hamata Chaetognaths removed for fatty acid analyses",50,0.0079,1000,0,7.9,NA,,1,5,24075,1154,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,2000,1980,10,NA,NA,1,1,42611,13153,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,1980,1960,10,NA,NA,1,2,42612,13154,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,1960,1500,230,NA,NA,1,3,42613,13155,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,1500,1000,250,NA,NA,1,4,42614,13156,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,1000,500,250,NA,NA,1,5,42615,13157,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,500,200,150,NA,NA,1,6,42616,13158,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,200,100,50,NA,NA,1,7,42617,13159,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,100,50,25,NA,NA,1,8,42618,13160,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2582,CCGS Amundsen,1130,2014-09-22 09:02:55,2014-09-22 10:40:42,Hydrobios,V-Tow,1,3300,72.6019,-141.8832,1/10,200,0.5,50,0,25,NA,NA,1,9,42619,13161,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,478,CCGS Amundsen,PCBC-2,2014-10-01 02:50:41,2014-10-01 03:04:01,2x1m2,O-Tow,1,580,71.0829,-71.8306,20,500,1,90,0,NA,613.8,Chaetognaths removed for Fatty Acid analyses: 30 P. elegans,1,2,24134,1157,1,ratio of original catch,Chaetognaths removed for Fatty Acid analyses: 30 P. elegans,NA,NA,NA,NA,NA,NA
2014,478,CCGS Amundsen,PCBC-2,2014-10-01 02:50:41,2014-10-01 03:04:01,2x1m2,O-Tow,1,580,71.0829,-71.8306,20,50,0.0079,90,0,NA,NA,,1,3,24137,1158,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,479,CCGS Amundsen,PCBC-2,2014-10-01 03:29:13,2014-10-01 04:16:04,4x1m2 - LOKI,V-Tow,1,695,71.0932,-71.8372,"No ice, Chaetognaths removed for Fatty Acid analyses: 18 E. hamata, 2 P.maxima",500,1,685,0,685,342.3,"Chaetognaths removed for Fatty Acid analyses: 18 E. hamata, 2 P.maxima",1,1,24138,1159,1,ratio of original catch,"Chaetognaths removed for Fatty Acid analyses: 18 E. hamata, 2 P.maxima",NA,NA,NA,NA,NA,NA
2014,479,CCGS Amundsen,PCBC-2,2014-10-01 03:29:13,2014-10-01 04:16:04,4x1m2 - LOKI,V-Tow,1,695,71.0932,-71.8372,"No ice, Chaetognaths removed for Fatty Acid analyses: 18 E. hamata, 2 P.maxima",200,1,685,0,685,509.1,,1,2,24139,1160,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,479,CCGS Amundsen,PCBC-2,2014-10-01 03:29:13,2014-10-01 04:16:04,4x1m2 - LOKI,V-Tow,1,695,71.0932,-71.8372,"No ice, Chaetognaths removed for Fatty Acid analyses: 18 E. hamata, 2 P.maxima",200,1,685,0,685,465.6,,1,3,24141,1161,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,479,CCGS Amundsen,PCBC-2,2014-10-01 03:29:13,2014-10-01 04:16:04,4x1m2 - LOKI,V-Tow,1,695,71.0932,-71.8372,"No ice, Chaetognaths removed for Fatty Acid analyses: 18 E. hamata, 2 P.maxima",50,0.0079,685,0,5.4115,NA,,1,5,24143,1163,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,683,670,6.5,NA,NA,1,1,42770,13162,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,670,650,10,NA,NA,1,2,42771,13163,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,650,600,25,NA,NA,1,3,42772,13164,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,600,400,100,NA,NA,1,4,42773,13165,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,400,200,100,NA,NA,1,5,42774,13166,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,200,100,50,NA,NA,1,6,42775,13167,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,100,50,25,NA,NA,1,7,42776,13168,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,50,20,15,NA,NA,1,8,42777,13169,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,2583,CCGS Amundsen,PCBC-2,2014-10-01 05:20:58,2014-10-01 05:56:05,Hydrobios,V-Tow,1,693,71.0919,-71.8184,"There wasn't much in nets despite high Monster abundances, suggesting it didn't open properly.. No ice",200,0.5,20,0,10,NA,NA,1,9,42778,13170,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2014,480,CCGS Amundsen,Gibbs-B,2014-10-01 14:55:36,2014-10-01 15:12:20,2x1m2,O-Tow,1,190,70.7606,-72.2272,20,500,1,90,0,NA,1006.725,,1,2,24149,1165,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,480,CCGS Amundsen,Gibbs-B,2014-10-01 14:55:36,2014-10-01 15:12:20,2x1m2,O-Tow,1,190,70.7606,-72.2272,20,50,0.0079,90,0,NA,NA,,1,3,24150,1166,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,481,CCGS Amundsen,Gibbs-B,2014-10-01 15:48:53,2014-10-01 16:22:08,4x1m2 - LOKI,V-Tow,1,440,70.7656,-72.2638,"No ice, Chaetognaths removed for Fatty Acid analyses: 30 E.hamata",500,1,430,0,430,265.2,Chaetognaths removed for Fatty Acid analyses: 30 E.hamata,1,1,7930,1167,1,ratio of original catch,Chaetognaths removed for Fatty Acid analyses: 30 E.hamata,NA,NA,NA,NA,NA,NA
2014,481,CCGS Amundsen,Gibbs-B,2014-10-01 15:48:53,2014-10-01 16:22:08,4x1m2 - LOKI,V-Tow,1,440,70.7656,-72.2638,"No ice, Chaetognaths removed for Fatty Acid analyses: 30 E.hamata",200,1,430,0,430,358.2,"Vtow stopped at 15:52:10 to modify ship speed, then continued.",1,2,7931,1168,1,ratio of original catch,"Vtow stopped at 15:52:10 to modify ship speed, then continued.",NA,NA,NA,NA,NA,NA
2014,481,CCGS Amundsen,Gibbs-B,2014-10-01 15:48:53,2014-10-01 16:22:08,4x1m2 - LOKI,V-Tow,1,440,70.7656,-72.2638,"No ice, Chaetognaths removed for Fatty Acid analyses: 30 E.hamata",50,0.0079,430,0,3.397,NA,,1,5,7934,1171,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,482,CCGS Amundsen,180,2014-10-03 12:20:30,2014-10-03 12:32:50,2x1m2,O-Tow,1,179,67.473,-61.7055,20,500,1,90,0,NA,NA,"Chaetognaths removed for Fatty Acid analyses: 30 E. hamata, 30 P. elegans",1,2,7937,1173,1,ratio of original catch,"Chaetognaths removed for Fatty Acid analyses: 30 E. hamata, 30 P. elegans",NA,NA,NA,NA,NA,NA
2014,482,CCGS Amundsen,180,2014-10-03 12:20:30,2014-10-03 12:32:50,2x1m2,O-Tow,1,179,67.473,-61.7055,20,50,0.0079,90,0,NA,NA,,1,3,7939,1174,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,483,CCGS Amundsen,180,2014-10-03 12:57:25,2014-10-03 13:14:01,4x1m2 - LOKI,V-Tow,1,181,67.4641,-61.7455,No ice,500,1,171,0,171,210.9,,1,1,7940,1175,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,483,CCGS Amundsen,180,2014-10-03 12:57:25,2014-10-03 13:14:01,4x1m2 - LOKI,V-Tow,1,181,67.4641,-61.7455,No ice,200,1,171,0,171,273,,1,2,7941,1176,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2014,483,CCGS Amundsen,180,2014-10-03 12:57:25,2014-10-03 13:14:01,4x1m2 - LOKI,V-Tow,1,181,67.4641,-61.7455,No ice,50,0.0079,171,0,1.3509,NA,,1,5,7944,1179,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2015,484,CCGS Amundsen,K1,2015-07-14 06:39:00,2015-07-14 06:51:33,2x1m2,O-Tow,1,3310,56.1121,-53.3445,"navire à 0 noeud au début du trait,",750,1,80,0,NA,921.6,"navire à 0 noeud au début du trait,",1,1,7945,1180,1,ratio of original catch,"navire à 0 noeud au début du trait, 1000ml#1/1",NA,NA,NA,NA,NA,NA
2015,484,CCGS Amundsen,K1,2015-07-14 06:39:00,2015-07-14 06:51:33,2x1m2,O-Tow,1,3310,56.1121,-53.3445,"navire à 0 noeud au début du trait,",500,1,80,0,NA,907.8,"navire à 0 noeud au début du trait,",1,2,7946,1181,1,ratio of original catch,"navire à 0 noeud au début du trait,",NA,NA,NA,NA,NA,NA
2015,484,CCGS Amundsen,K1,2015-07-14 06:39:00,2015-07-14 06:51:33,2x1m2,O-Tow,1,3310,56.1121,-53.3445,"navire à 0 noeud au début du trait,",50,0.0079,80,0,NA,NA,"navire à 0 noeud au début du trait,",1,3,7947,1182,1,ratio of original catch,"navire à 0 noeud au début du trait,",NA,NA,NA,NA,NA,NA
2015,485,CCGS Amundsen,LS-2,2015-07-17 10:50:58,2015-07-17 11:06:43,2x1m2,O-Tow,1,3024,60.4513,-56.5397,LA CTD donne une valeur aberrante de 230 m de profondeur max. Donne 130 m à la surface. Donc sampling depth = 100m.,500,1,100,0,NA,1102.8,LA CTD donne une valeur aberrante de 230 m de profondeur max. Donne 130 m à la surface. Donc sampling depth = 100m.,1,2,7949,1184,1,ratio of original catch,LA CTD donne une valeur aberrante de 230 m de profondeur max. Donne 130 m à la surface. Donc sampling depth = 100m.,NA,NA,NA,NA,NA,NA
2015,485,CCGS Amundsen,LS-2,2015-07-17 10:50:58,2015-07-17 11:06:43,2x1m2,O-Tow,1,3024,60.4513,-56.5397,LA CTD donne une valeur aberrante de 230 m de profondeur max. Donne 130 m à la surface. Donc sampling depth = 100m.,50,0.0079,100,0,NA,NA,LA CTD donne une valeur aberrante de 230 m de profondeur max. Donne 130 m à la surface. Donc sampling depth = 100m.,1,3,7950,1185,1,ratio of original catch,LA CTD donne une valeur aberrante de 230 m de profondeur max. Donne 130 m à la surface. Donc sampling depth = 100m.,NA,NA,NA,NA,NA,NA
2015,486,CCGS Amundsen,LS-2,2015-07-18 01:18:38,2015-07-18 02:21:25,4x1m2 - LOKI,V-Tow,1,3028,60.4403,-56.5589,,500,1,990,0,990,1122.665,,1,1,12622,1186,NA,ratio of original catch,,NA,NA,NA,NA,NA,NA
2015,486,CCGS Amundsen,LS-2,2015-07-18 01:18:38,2015-07-18 02:21:25,4x1m2 - LOKI,V-Tow,1,3028,60.4403,-56.5589,,200,1,990,0,990,124,Tsk s'est détaché durant le déploiement. ,1,2,12625,1187,NA,ratio of original catch,Tsk s'est détaché durant le déploiement.,NA,NA,NA,NA,NA,NA
2015,486,CCGS Amundsen,LS-2,2015-07-18 01:18:38,2015-07-18 02:21:25,4x1m2 - LOKI,V-Tow,1,3028,60.4403,-56.5589,,50,0.0079,990,0,7.821,NA,,1,5,12630,1190,NA,ratio of original catch,,NA,NA,NA,NA,NA,NA
