SAMPLE_ID,ANALYSIS_ID,ANALYSIS_CONTRACT,STATION_NAME,DEPLOYMENT_DATE_START,DEPLOYMENT_TIME_START,CAST_NUMBER,GEAR,TOW_TYPE,NET_MESH_SIZE,SAMPLING_NET_ID,MIN_SAMPLE_DEPTH,MAX_SAMPLE_DEPTH,DEPTH_CALC_NET_FILTERED_VOL,FLOWMETER_CALC_VOL,TAXON_ID,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,C1_SAMPLE_ABUND (nbr of ind.),C1_ABUND (ind./m3 depth vol.),C1_ABUND (ind./m3 flowmeter vol.),C1_BIOMASS (µg C m-3 depth vol.),C1_BIOMASS (µg C m-3 flowmeter vol.),C2_SAMPLE_ABUND (nbr of ind.),C2_ABUND (ind./m3 depth vol.),C2_ABUND (ind./m3 flowmeter vol.),C2_BIOMASS (µg C m-3 depth vol.),C2_BIOMASS (µg C m-3 flowmeter vol.),C3_SAMPLE_ABUND (nbr of ind.),C3_ABUND (ind./m3 depth vol.),C3_ABUND (ind./m3 flowmeter vol.),C3_BIOMASS (µg C m-3 depth vol.),C3_BIOMASS (µg C m-3 flowmeter vol.),C4_SAMPLE_ABUND (nbr of ind.),C4_ABUND (ind./m3 depth vol.),C4_ABUND (ind./m3 flowmeter vol.),C4_BIOMASS (µg C m-3 depth vol.),C4_BIOMASS (µg C m-3 flowmeter vol.),C5_SAMPLE_ABUND (nbr of ind.),C5_ABUND (ind./m3 depth vol.),C5_ABUND (ind./m3 flowmeter vol.),C5_BIOMASS (µg C m-3 depth vol.),C5_BIOMASS (µg C m-3 flowmeter vol.),M_SAMPLE_ABUND (nbr of ind.),M_ABUND (ind./m3 depth vol.),M_ABUND (ind./m3 flowmeter vol.),M_BIOMASS (µg C m-3 depth vol.),M_BIOMASS (µg C m-3 flowmeter vol.),F_SAMPLE_ABUND (nbr of ind.),F_ABUND (ind./m3 depth vol.),F_ABUND (ind./m3 flowmeter vol.),F_BIOMASS (µg C m-3 depth vol.),F_BIOMASS (µg C m-3 flowmeter vol.),COP_NS_SAMPLE_ABUND (nbr of ind.),COP_NS_ABUND (ind./m3 depth vol.),COP_NS_ABUND (ind./m3 flowmeter vol.),COP_NS_BIOMASS (µg C m-3 depth vol.),COP_NS_BIOMASS (µg C m-3 flowmeter vol.),COPEPODID_SAMPLE_ABUND (nbr of ind.),COPEPODID_ABUND (ind./m3 depth vol.),COPEPODID_ABUND (ind./m3 flowmeter vol.),COPEPODID_BIOMASS (µg C m-3 depth vol.),COPEPODID_BIOMASS (µg C m-3 flowmeter vol.),N1_SAMPLE_ABUND (nbr of ind.),N1_ABUND (ind./m3 depth vol.),N1_ABUND (ind./m3 flowmeter vol.),N2_SAMPLE_ABUND (nbr of ind.),N2_ABUND (ind./m3 depth vol.),N2_ABUND (ind./m3 flowmeter vol.),N3_SAMPLE_ABUND (nbr of ind.),N3_ABUND (ind./m3 depth vol.),N3_ABUND (ind./m3 flowmeter vol.),N4_SAMPLE_ABUND (nbr of ind.),N4_ABUND (ind./m3 depth vol.),N4_ABUND (ind./m3 flowmeter vol.),N5_SAMPLE_ABUND (nbr of ind.),N5_ABUND (ind./m3 depth vol.),N5_ABUND (ind./m3 flowmeter vol.),N6_SAMPLE_ABUND (nbr of ind.),N6_ABUND (ind./m3 depth vol.),N6_ABUND (ind./m3 flowmeter vol.),NAUP_NS_SAMPLE_ABUND (nbr of ind.),NAUP_NS_ABUND (ind./m3 depth vol.),NAUP_NS_ABUND (ind./m3 flowmeter vol.),NAUPLIUS_SAMPLE_ABUND (nbr of ind.),NAUPLIUS_ABUND (ind./m3 depth vol.),NAUPLIUS_ABUND (ind./m3 flowmeter vol.),ALL_STAGES_SAMPLE_ABUND (nbr of ind.),ALL_STAGES_ABUND (ind./m3 depth vol.),ALL_STAGES_ABUND (ind./m3 flowmeter vol.)
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,3.947368421,4.094165814,1.356592105,1.407041965,30000,49.34210526,51.17707267,23.95065789,24.84135107,1600,2.631578947,2.729443876,1.406078947,1.458369157,22800,37.5,38.89457523,26.112,27.08307062,0,0,0,0,0,56800,93.42105263,96.89525759,52.82532895,54.78983282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56800,93.42105263,96.89525759
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0.657894737,0.682360969,0.463223684,0.480450358,0,0,0,0,0,2800,4.605263158,4.776526783,5.720289474,5.933019447,0,0,0,0,0,3200,5.263157895,5.458887752,6.183513158,6.413469806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,5.263157895,5.458887752
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Paraeuchaeta glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0.842105263,0.87342204,418.3864758,433.9457135,0,0,0,0,0,256,0.421052632,0.43671102,1045.147305,1084.014946,0,0,0,0,0,768,1.263157895,1.31013306,1463.533781,1517.96066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,1.263157895,1.31013306
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0.657894737,0.682360969,0,0,0,0,0,0,0,0,0,0,0,0,400,0.657894737,0.682360969,400,0.657894737,0.682360969
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Pseudocalanus elongatus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,400,0.657894737,0.682360969,0.183796053,0.190631184,2000,3.289473684,3.411804845,1.941085526,2.013271921,9200,15.13157895,15.69430229,15.08164474,15.64251109,8800,14.47368421,15.01194132,25.18869737,26.12543159,14800,24.34210526,25.24735585,73.02315132,75.7387854,0,0,0,0,0,1200,1.973684211,2.047082907,12.62559868,13.09512794,0,0,0,0,0,36400,59.86842105,62.09484817,128.0439737,132.8057591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36400,59.86842105,62.09484817
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,0,0,0,0,800,1.315789474,1.364721938,0.776434211,0.805308768,5600,9.210526316,9.553053565,9.180131579,9.521528489,3600,5.921052632,6.141248721,10.30446711,10.68767656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,16.44736842,17.05902422,20.26103289,21.01451382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,16.44736842,17.05902422
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1.315789474,1.364721938,7.174776316,7.441596725,0,0,0,0,0,800,1.315789474,1.364721938,7.174776316,7.441596725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1.315789474,1.364721938
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Spinocalanus longicornis,Animalia,Arthropoda,Copepoda,Calanoida,Spinocalanidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0.657894737,0.682360969,1.465506579,1.520006824,0,0,0,0,0,400,0.657894737,0.682360969,1.465506579,1.520006824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0.657894737,0.682360969
23015,162,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,200,3,0,608,608,586.2,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,2.631578947,2.729443876,1.852894737,1.921801433,400,0.657894737,0.682360969,0.362486842,0.375967247,25200,41.44736842,42.98874104,51.48260526,53.39717503,0,0,0,0,0,27200,44.73684211,46.40054589,53.69798684,55.69494371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27200,44.73684211,46.40054589
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,40,8.327781479,NA,2531.355763,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,40,8.327781479,NA,2531.355763,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,40,8.327781479,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,80,16.65556296,NA,0,0,NA,40,8.327781479,NA,0,0,NA,0,0,NA,0,0,NA,120,24.98334444,NA,120,24.98334444,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Cyclopoida,Animalia,Arthropoda,Copepoda,Cyclopoida,,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,6080,1265.822785,NA,6080,1265.822785,NA,6080,1265.822785,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,80,16.65556296,NA,28.04413724,NA,0,0,NA,0,NA,0,0,NA,0,NA,40,8.327781479,NA,182.0517155,NA,0,0,NA,0,NA,40,8.327781479,NA,781.9352099,NA,0,0,NA,0,NA,0,0,NA,0,NA,160,33.31112592,NA,992.0310626,NA,0,0,NA,0,0,NA,0,0,NA,40,8.327781479,NA,0,0,NA,0,0,NA,0,0,NA,40,8.327781479,NA,200,41.6389074,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Microcalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,120,24.98334444,NA,6.270319787,NA,0,0,NA,0,NA,40,8.327781479,NA,4.453364424,NA,40,8.327781479,NA,7.817288474,NA,40,8.327781479,NA,11.35126582,NA,40,8.327781479,NA,11.35126582,NA,40,8.327781479,NA,13.54821785,NA,0,0,NA,0,NA,320,66.62225183,NA,54.79172219,NA,120,24.98334444,NA,40,8.327781479,NA,400,83.27781479,NA,200,41.6389074,NA,40,8.327781479,NA,40,8.327781479,NA,0,0,NA,840,174.8834111,NA,1160,241.5056629,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,40,8.327781479,NA,1.192121919,NA,120,24.98334444,NA,4.746335776,NA,40,8.327781479,NA,2.101015989,NA,80,16.65556296,NA,5.724017322,NA,360,74.95003331,NA,36.38074617,NA,0,0,NA,0,NA,320,66.62225183,NA,46.3904064,NA,0,0,NA,0,NA,960,199.8667555,NA,96.53464357,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,960,199.8667555,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,80,16.65556296,NA,9.176882079,NA,0,0,NA,0,NA,0,0,NA,0,NA,80,16.65556296,NA,9.176882079,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,80,16.65556296,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,40,8.327781479,NA,2.326532312,NA,200,41.6389074,NA,24.57070286,NA,80,16.65556296,NA,16.6005996,NA,80,16.65556296,NA,28.98584277,NA,80,16.65556296,NA,49.96452365,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,480,99.93337775,NA,122.4482012,NA,160,33.31112592,NA,40,8.327781479,NA,80,16.65556296,NA,0,0,NA,80,16.65556296,NA,0,0,NA,0,0,NA,360,74.95003331,NA,840,174.8834111,NA
23017,163,Legacy Labo Fortier,405,2011-09-26,03:32:22,1,4x1m2,V-Tow,50,5,0,608,4.8032,NA,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,440,91.60559627,NA,9.335526316,NA,160,33.31112592,NA,5.908061292,NA,40,8.327781479,NA,1.88107928,NA,120,24.98334444,NA,9.11967022,NA,80,16.65556296,NA,11.72718188,NA,280,58.29447035,NA,32.11908728,NA,200,41.6389074,NA,51.72051965,NA,0,0,NA,0,NA,1320,274.8167888,NA,121.8111259,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1320,274.8167888,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,3.636363636,16.43925694,NA,4996.962025,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,3.636363636,16.43925694,NA,4996.962025,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3.636363636,16.43925694,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3.636363636,16.43925694,NA,0,0,NA,3.636363636,16.43925694,NA,3.636363636,16.43925694,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Copepoda,Animalia,Arthropoda,Copepoda,,,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,3.636363636,16.43925694,NA,NA,NA,3.636363636,16.43925694,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3.636363636,16.43925694,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Cyclopoida,Animalia,Arthropoda,Copepoda,Cyclopoida,,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,447.2727273,2022.028604,NA,447.2727273,2022.028604,NA,447.2727273,2022.028604,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Harpacticoida,Animalia,Arthropoda,Copepoda,Harpacticoida,,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,7.272727272,32.87851389,NA,NA,NA,7.272727272,32.87851389,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,7.272727272,32.87851389,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,7.272727272,32.87851389,NA,3.636363636,16.43925694,NA,0,0,NA,0,0,NA,10.90909091,49.31777083,NA,10.90909091,49.31777083,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Microcalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,0,NA,0,NA,3.636363636,16.43925694,NA,6.287029426,NA,3.636363636,16.43925694,NA,8.791057043,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,7.272727272,32.87851389,NA,15.07808647,NA,0,0,NA,0,0,NA,3.636363636,16.43925694,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3.636363636,16.43925694,NA,10.90909091,49.31777083,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,61.81818182,279.4673681,NA,40.00575374,NA,36.36363636,164.3925695,NA,31.23130034,NA,72.72727273,328.7851389,NA,82.9492027,NA,50.90909091,230.1495972,NA,79.09551208,NA,10.90909091,49.31777084,NA,23.93884596,NA,3.636363636,16.43925694,NA,8.783659378,NA,3.636363636,16.43925694,NA,11.4469834,NA,0,0,NA,0,NA,240,1084.990958,NA,277.4512576,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,240,1084.990958,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,3.636363636,16.43925694,NA,9.057701791,NA,0,0,NA,0,NA,0,0,NA,0,NA,3.636363636,16.43925694,NA,9.057701791,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3.636363636,16.43925694,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,18.18181818,82.19628472,NA,22.96317606,NA,10.90909091,49.31777084,NA,29.10192339,NA,3.636363636,16.43925694,NA,16.3850074,NA,3.636363636,16.43925694,NA,28.60940325,NA,3.636363636,16.43925694,NA,49.31563373,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,40,180.8318264,NA,146.3751438,NA,0,0,NA,3.636363636,16.43925694,NA,14.54545455,65.75702778,NA,7.272727272,32.87851389,NA,18.18181818,82.19628472,NA,7.272727272,32.87851389,NA,0,0,NA,50.90909091,230.1495972,NA,90.9090909,410.9814236,NA
7424,164,Legacy Labo Fortier,420,2011-09-27,04:23:13,1,4x1m2,V-Tow,50,5,0,28,0.2212,NA,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,18.18181818,82.19628472,NA,8.376623376,NA,36.36363636,164.3925695,NA,29.15666612,NA,18.18181818,82.19628472,NA,18.56649679,NA,0,0,NA,0,NA,10.90909091,49.31777084,NA,34.72464245,NA,94.54545455,427.4206806,NA,235.5002466,NA,18.18181818,82.19628472,NA,102.0976492,NA,0,0,NA,0,NA,196.3636364,887.719875,NA,428.4223245,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,196.3636364,887.719875,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,7.5,4.219409283,NA,1282.553586,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,7.5,4.219409283,NA,1282.553586,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,7.5,4.219409283,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,NA,0,NA,0,0,NA,0,NA,7.5,4.219409283,NA,943.6399578,NA,15,8.438818565,NA,3861.93443,NA,15,8.438818565,NA,8624.469789,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,37.5,21.09704641,NA,13430.04418,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,37.5,21.09704641,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Copepoda,Animalia,Arthropoda,Copepoda,,,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,7.5,4.219409283,NA,NA,NA,7.5,4.219409283,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,7.5,4.219409283,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Cyclopoida,Animalia,Arthropoda,Copepoda,Cyclopoida,,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2760,1552.742616,NA,2760,1552.742616,NA,2760,1552.742616,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,7.5,4.219409283,NA,0,0,NA,0,0,NA,7.5,4.219409283,NA,7.5,4.219409283,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Microcalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,22.5,12.65822785,NA,3.176962025,NA,30,16.87763713,NA,6.454683544,NA,30,16.87763713,NA,9.025485232,NA,22.5,12.65822785,NA,11.88227848,NA,30,16.87763713,NA,23.00523207,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,135,75.94936709,NA,53.54464135,NA,30,16.87763713,NA,37.5,21.09704641,NA,97.5,54.85232068,NA,15,8.438818565,NA,7.5,4.219409283,NA,7.5,4.219409283,NA,0,0,NA,195,109.7046414,NA,330,185.6540084,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,52.5,29.53586498,NA,4.228059072,NA,52.5,29.53586498,NA,5.611223629,NA,45,25.3164557,NA,6.387088608,NA,67.5,37.97468354,NA,13.05075949,NA,120,67.51054852,NA,32.76962025,NA,0,0,NA,0,NA,82.5,46.41350211,NA,32.31864979,NA,0,0,NA,0,NA,420,236.2869198,NA,94.36540084,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,420,236.2869198,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,15,8.438818565,NA,4.649620253,NA,0,0,NA,0,NA,0,0,NA,0,NA,15,8.438818565,NA,4.649620253,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,15,8.438818565,NA
7481,165,Legacy Labo Fortier,437,2011-09-28,03:29:40,1,4x1m2,V-Tow,50,5,0,225,1.7775,NA,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,0,NA,0,NA,0,0,NA,0,NA,7.5,4.219409283,NA,224.3755274,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,7.5,4.219409283,NA,224.3755274,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,7.5,4.219409283,NA
